user,text,date,emotion,comment,share,cleaned_text,cluster,sentiment
Anonymous participant,"Can anyone recommend a free website where you can upload a PowerPoint presentation(s) and a review game is created from that PowerPoint? I know kahoot has one, but you have to pay for the upgraded teacher version. Looking for something that is free for teachers to use.

Any suggestions are greatly appreciated!",2024-09-19 21:47:11,12,10,0,anyone recommend free website upload powerpoint presentations review game created powerpoint know kahoot one pay upgraded teacher version looking something free teachers use suggestions greatly appreciated,2,POSITIVE
Lisa M Willis,"Best ai tool for creating lesson plans with each part of the lesson chunked out, plus examples of student answers I need to look for?",2024-09-19 21:46:34,16,16,1,best ai tool creating lesson plans part lesson chunked plus examples student answers need look,0,POSITIVE
Pabba Suresh,"Hello, I'm PaBBA Suresh from Bangalore India. Retired Telecom engineer, now teaching science and English to rural students. I am immensely grateful for making me a member of the group 🙏❤️🙏😊",2024-08-08 19:22:11,8,2,0,hello im pabba suresh bangalore india retired telecom engineer teaching science english rural students immensely grateful making member group,2,POSITIVE
Stuti Sharma,"Tools to teach maths in class 6,7",2024-09-13 20:37:15,17,13,2,tools teach maths class,0,POSITIVE
Anonymous participant,"Hi everyone, I m looking for an AI tool that can summarize PDF along with pictures from that PDF document. I tried ChatGPT but it only extract text not pictures/ images from pdf documnet",2024-09-17 18:38:37,13,16,1,hi everyone looking ai tool summarize pdf along pictures pdf document tried chatgpt extract text pictures images pdf documnet,2,NEGATIVE
Kathy Lyda,New to group- just learned how to use ChatGPT to create VBA code for a macro in PPT using my specific content. Hours saved!,2024-09-11 19:53:04,78,54,1,new group learned use chatgpt create vba code macro ppt using specific content hours saved,0,NEGATIVE
Jayne Williams,"Hi, can anyone tell me why is it that when I ask Chatgpt4 to give me links to resources I am never able to open the link? Thanks",2024-09-18 20:48:50,7,18,0,hi anyone tell ask chatgpt give links resources never able open link thanks,0,NEGATIVE
Osmara Alvarez,"Hello everyone, help me please. What AI tool can students use to translate while I lecture? I have monolingual students who speak French, Brazilian and Catalan enrolled in my ESOL class. Thank you.",2024-09-14 21:20:36,5,5,0,hello everyone help please ai tool students use translate lecture monolingual students speak french brazilian catalan enrolled esol class thank,2,POSITIVE
Nicole Fisher,Hi! I'm new to this group. I recently joined because I am principal who wants to help her teachers learn more about AI.,2024-09-07 20:24:19,113,18,0,hi im new group recently joined principal wants help teachers learn ai,2,POSITIVE
Annestie Marais,"Hi everyone.
Is there an AI tool to work out maths problems grade 7?
Thanx",2024-09-19 21:46:11,2,7,0,hi everyone ai tool work maths problems grade thanx,0,NEGATIVE
Piyush Pabani,Any AI related project that primary grade students represent in technology fair !!,2024-09-19 21:46:22,1,2,0,ai related project primary grade students represent technology fair,0,POSITIVE
Anonymous participant,Question - is there a way to get AI to produce a scheme of work or resources for a book - not exactly a well known book - without feeding the content of the book as input?,2024-09-19 21:48:30,7,3,0,question way get ai produce scheme work resources book exactly well known book without feeding content book input,0,NEGATIVE
Joanne Jowett-Morel,I teach English. How to use AI to streamline my planning and to help my students learn to use AI effectively and responsibly?,2024-09-15 22:41:07,18,15,7,teach english use ai streamline planning help students learn use ai effectively responsibly,0,POSITIVE
Christine Elizabeth,Does anyone know of an AI tool that will write a kindergarten level story based on photos submitted?,2024-09-15 22:43:13,5,16,3,anyone know ai tool write kindergarten level story based photos submitted,0,NEGATIVE
Phuonyo Tolosa,"Hi! How can we use AI to teach a foreign language class? ie: Spanish, German, French, Chinese etc. thanks for your input.",2024-09-19 03:39:51,20,11,5,hi use ai teach foreign language class ie spanish german french chinese etc thanks input,2,POSITIVE
Shannon Blue Dunn,Suggestions on teaching the research paper using AI?,2024-09-19 21:47:01,3,2,0,suggestions teaching research paper using ai,0,POSITIVE
Paola Bustos Martinez,Any suggestions for free printable bingo cards generator?,2024-09-19 21:46:29,3,1,0,suggestions free printable bingo cards generator,0,NEGATIVE
Raman Arora,May i know anybody make money by creating content with ai tools???,2024-09-09 00:22:34,0,0,0,may know anybody make money creating content ai tools,0,NEGATIVE
C.J. Aldrich,Best AI for civics and Economics teachers?,2024-09-08 08:05:14,0,0,0,best ai civics economics teachers,0,POSITIVE
Anonymous participant,What are some ways Principals can be using AI?,2024-09-13 02:42:13,28,16,3,ways principals using ai,0,NEGATIVE
Asfia Aiman,"Hello

I want to make small animated videos for nursery children. Which free tool can I use?",2024-09-14 21:21:29,1,2,0,hello want make small animated videos nursery children free tool use,0,NEGATIVE
Alecs Pahayahay,What AI Tools are used to generate questions for quiz. Thanks!,2024-08-28 19:19:14,74,62,21,ai tools used generate questions quiz thanks,2,POSITIVE
Fatima Hassan,Suggest me best AI tools for designing Biology and science ppt,2024-09-01 19:54:17,10,9,0,suggest best ai tools designing biology science ppt,0,POSITIVE
Anonymous participant,"Hi 
Help me to know about AI tools for science and Biology for making the animations, and lessons accordingly!",2024-09-18 20:49:18,5,10,3,hi help know ai tools science biology making animations lessons accordingly,0,POSITIVE
Michelle Anthony,How can I input numbers and get a visual output of a dot plot/other AP Stats graph?,2024-09-18 20:49:27,4,5,0,input numbers get visual output dot plotother ap stats graph,0,NEGATIVE
Diana Johnhan,o1-previews limits increased from 30 messages per week to 50 messages per week. Has anyone used it for education yet?,2024-09-19 03:39:27,19,3,0,opreviews limits increased messages per week messages per week anyone used education yet,2,NEGATIVE
Diana Johnhan,"# **How to Gain Confidence in AI (Teachers Edition)**

AI can seem overwhelming, especially when you're new to integrating it into your teaching. However, it certainly doesn't have to be.

**Here's How I built confidence personally:**
## **1. START SMALL WITH FREE AI TOOLS**

Begin by experimenting with free AI tools like ChatGPT or Claude. These can help with tasks such as generating lesson ideas or answering student questions. Starting with these accessible tools makes the transition to using AI much smoother.

How to Create a Free Lesson Plan - [https://www.kangaroos.ai/blog/how-to-create-an-effective-ai-lesson-plan-using-chatgpt/](https://www.kangaroos.ai/blog/how-to-create-an-effective-ai-lesson-plan-using-chatgpt/)

## **2. TAKE A FREE AI COURSE FOR TEACHERS**

Consider enrolling in a free AI course specifically designed for educators, such as those offered by Kangaroos AI or Google. These courses provide foundational knowledge and practical applications tailored to teaching.

Google's AI Course - [https://grow.google/ai-for-educators](https://grow.google/ai-for-educators)
Free AI Course - [https://www.kangaroos.ai/free-ai-course/](https://www.kangaroos.ai/free-ai-course/)

## **3. ENGAGE WITH OUR COMMUNITY**

Don’t do it alone! Engage with posts from our community members to see how others are using AI in their classrooms. Sharing experiences and resources can make the journey less intimidating.

Ask Your AI Tool Question to Our Supportive Group - AI Tools For Teachers

## **4. STAY UPDATED WITH GROUP HIGHLIGHTS**

Turn on notifications for group highlights to stay informed about the latest AI tools, tips, and success stories shared in our community. This way, you’ll always be in the loop.

## **5. ASK QUESTIONS**

Teachers never hesitate to ask questions. Whether you’re unsure about a tool or need advice on implementation, our community is here to help. How did you get over the initial hump? 

👩‍🔬 Found this helpful? What would you like a helpful template on next? - Diana",2024-08-18 20:00:55,116,12,30,gain confidence ai teachers edition ai seem overwhelming especially youre new integrating teaching however certainly doesnt heres built confidence personally start small free ai tools begin experimenting free ai tools like chatgpt claude help tasks generating lesson ideas answering student questions starting accessible tools makes transition using ai much smoother create free lesson plan take free ai course teachers consider enrolling free ai course specifically designed educators offered kangaroos ai google courses provide foundational knowledge practical applications tailored teaching googles ai course free ai course engage community dont alone engage posts community members see others using ai classrooms sharing experiences resources make journey less intimidating ask ai tool question supportive group ai tools teachers stay updated group highlights turn notifications group highlights stay informed latest ai tools tips success stories shared community way youll always loop ask questions teachers never hesitate ask questions whether youre unsure tool need advice implementation community help get initial hump found helpful would like helpful template next diana,1,NEGATIVE
